title,wiki_id,url,general,subtopics,depth,split,text_source,dump_title,n_passages,text_sha256
Muhacir,3656882,https://en.wikipedia.org/wiki/Muhacir,history,ottoman_history,1,train,dump,Muhacir,4,88f38709a87878dcdc298ea607c535609a351262286d6c3f575b1f7ed1bca9c6
Muhallebi,42351132,https://en.wikipedia.org/wiki/Muhallebi,history,ottoman_history,2,test,legacy_dump,Muhallebi,4,82007153db59b5b15fafd205a7bb6d2205e6b96be3202918d5b0a71c6542a7cb
Muhammad Aufi,2977706,https://en.wikipedia.org/wiki/Muhammad%20Aufi,books,authors,1,val,dump,Muhammad Aufi,4,2760f18eea6d67e1aa4581af7da540309bba756edac0d516f42ae1ce647a0ae2
Muhammad bin Hasan al-Baghdadi,7799061,https://en.wikipedia.org/wiki/Muhammad%20bin%20Hasan%20al-Baghdadi,books,authors,1,test,dump,Muhammad bin Hasan al-Baghdadi,4,99cd1011a9bb5450f782a0faae55acfc63f47868c22da0a74cc033778c3f6ad5
Muhammad ibn Yūsuf al-Warrāq,62427363,https://en.wikipedia.org/wiki/Muhammad%20ibn%20Y%C5%ABsuf%20al-Warr%C4%81q,books,authors,1,train,dump,Muhammad ibn Yūsuf al-Warrāq,2,dcb347eb92dcc3bd833a577b302dfc62b40ec99549013fc56506d1931fd96100
Mukaiyama Taxol total synthesis,14527002,https://en.wikipedia.org/wiki/Mukaiyama%20Taxol%20total%20synthesis,chemistry,organic_chemistry,1,train,dump,Mukaiyama Taxol total synthesis,4,431fbecc15f4da476dc0ff4fd9d5ba168240110ef11bfd1675f43c910773f7dd
Mukhammas,12409389,https://en.wikipedia.org/wiki/Mukhammas,books,poetry,1,train,dump,Mukhammas,4,a76e96c276d3c0384a3217a79164009e1e8eb764afa1d771f36bf8584bfb4049
Mukhtar,64029061,https://en.wikipedia.org/wiki/Mukhtar,history,ottoman_history,1,train,dump,Mukhtar,4,4474a672b44c2d56e2ca0e352e24ff71045e755376909fb0ba51748e8d1527e9
Mule drivers of Metsovo,43263636,https://en.wikipedia.org/wiki/Mule%20drivers%20of%20Metsovo,history,ottoman_history,1,train,dump,Mule drivers of Metsovo,4,8e9869f4c89b7f912c8f98b1d21bf3ccd5df0f1a5076ef933cdde7c56a261668
Multi-Object Spectrometer,3263222,https://en.wikipedia.org/wiki/Multi-Object%20Spectrometer,physics,astrophysics,1,val,dump,Multi-Object Spectrometer,4,b0eddf0c8aa9e8e4cfa6fb28d497800d9d99ab7237d18666e3f59ece275ce29e
Multi-armed bandit,2854828,https://en.wikipedia.org/wiki/Multi-armed%20bandit,technology,artificial_intelligence,0,val,dump,Multi-armed bandit,4,b155ce04ced4c12e172081d58b96c4f7c839ca2618e11fd4b749c57c44cce042
Multi-attribute global inference of quality,7257602,https://en.wikipedia.org/wiki/Multi-attribute%20global%20inference%20of%20quality,science,scientific_research,0,train,dump,Multi-attribute global inference of quality,4,f7d4fc7fc1cd16a10647e6992ef8211310001a066d6f210ab8be256b1aaf6cdd
Multi-configuration time-dependent Hartree,2185680,https://en.wikipedia.org/wiki/Multi-configuration%20time-dependent%20Hartree,physics,quantum_mechanics,1,train,dump,Multi-configuration time-dependent Hartree,4,ed2b3dc4cd414f3f38962c3ad96e6cc91f97a481b684eb5dda78d850d9ac7119
Multi-messenger astronomy,42718949,https://en.wikipedia.org/wiki/Multi-messenger%20astronomy,physics,astrophysics,0,train,legacy_dump,Multi-messenger astronomy,4,73249a77b3285eace11785d7483795f2958b66e3841a7bcd4d957f080572ac7b
Multi-task learning,938663,https://en.wikipedia.org/wiki/Multi-task%20learning,technology,artificial_intelligence,0,train,legacy_dump,Multi-task learning,4,c342b8514907b111d2be8ded3bcd3f06af3b36868fe52d1c971f5130d83d2552
MultiNet,2473220,https://en.wikipedia.org/wiki/MultiNet,technology,artificial_intelligence,1,test,dump,MultiNet,4,b0f6e83b7ab73fe2139d9c03ccef162cb09fce88652fde34b8bc3b2ec0b6443f
Multiball system,10084433,https://en.wikipedia.org/wiki/Multiball%20system,sports,football,1,train,dump,Multiball system,4,61938ef3fa32ca69b288e4ed3b7bba68b0f48e56461cec196d5ca5bb278df48d
Multicore Association,18541342,https://en.wikipedia.org/wiki/Multicore%20Association,technology,hardware,1,val,dump,Multicore Association,4,4fa62b4eb1a19fce0aea73c360bd714ef72dfe262a76524c26f0bea094a2684c
Multifactor design of experiments software,28759513,https://en.wikipedia.org/wiki/Multifactor%20design%20of%20experiments%20software,science,scientific_research,0,val,dump,Multifactor design of experiments software,4,6f47c4ee82c4eb84180c8da241413a28f8eef63a214235b5602b40f1b2999f97
Multifactorial disease,62496770,https://en.wikipedia.org/wiki/Multifactorial%20disease,biology,genetics,0,train,dump,Multifactorial disease,4,e796694cb30680e4f13b54eff185edc76f03558a3a4db2f5b87dba498a7bd8a3
Multimedia computer,4981482,https://en.wikipedia.org/wiki/Multimedia%20computer,technology,hardware,1,train,dump,Multimedia computer,4,200eed15575d099acd528be8d862b31d7aaec667c7327b1e21298a9f79ef957f
Multimethodology,346563,https://en.wikipedia.org/wiki/Multimethodology,science,scientific_method|scientific_research,0,train,dump,Multimethodology,4,92d7ca2e94c76f8f0d0290f0d7d0c5512b120a7da1076644ff1218bdc42a93ea
Multimodal anthropology,59091880,https://en.wikipedia.org/wiki/Multimodal%20anthropology,science,scientific_method|scientific_research,0,train,dump,Multimodal anthropology,4,a0d6a922d31b495adfb09deb72c395bd3f4bf7a2dd7f751f948c1edcdef141f6
Multimodal sentiment analysis,57687371,https://en.wikipedia.org/wiki/Multimodal%20sentiment%20analysis,technology,artificial_intelligence,0,val,dump,Multimodal sentiment analysis,4,4411b380f0e6eca49a82594d4693bcefab659f3dacac3dfea2b5dab71dcebcf3
Multiple discovery,17875510,https://en.wikipedia.org/wiki/Multiple%20discovery,science,history_of_science|scientific_method,1,train,dump,Multiple discovery,4,b18e2dbbd4c96220586c3ec37ed23b0f105fad617427f4811fd0e1007c4b9444
Multiple instance learning,48841414,https://en.wikipedia.org/wiki/Multiple%20instance%20learning,technology,artificial_intelligence,0,train,legacy_dump,Multiple instance learning,4,355ada0f9755f354de0390907f2fa5c4c5eb21529a2108a4a3c90ca941cef255
"Multiple instruction, multiple data",157139,https://en.wikipedia.org/wiki/Multiple%20instruction%2C%20multiple%20data,technology,hardware,1,train,dump,"Multiple instruction, multiple data",4,ace9488f9d828a99a34f81054fe7fc785c6d8d8545ceebe1b371728e1278366a
Multiple scattering theory,50768319,https://en.wikipedia.org/wiki/Multiple%20scattering%20theory,physics,quantum_mechanics,0,train,dump,Multiple scattering theory,4,36beed72a2eb33e85621ec416ec077ea73ebaffd6c7ecc1d85b7702dcc188cf0
Multiplet,12416124,https://en.wikipedia.org/wiki/Multiplet,physics,quantum_mechanics,0,val,dump,Multiplet,4,ff53d514bf72ea41292ecccda042be49a54d9e32e5919ed2b8726f8f289ebee9
Multiplex (assay),19892268,https://en.wikipedia.org/wiki/Multiplex%20%28assay%29,science,scientific_method|scientific_research,0,val,dump,Multiplex (assay),4,c5775e6449123a6c86c9a1041ab3e45716fafe4fbba8185bf2633a3fc14e2d12
Multiplicative weight update method,52242050,https://en.wikipedia.org/wiki/Multiplicative%20weight%20update%20method,technology,artificial_intelligence,0,train,dump,Multiplicative weight update method,4,55ff585099cd0433f71e0f6eab0b28b52a480dc7c478e02e0c4a378a0d40b4ff
Multiprocessing,64020,https://en.wikipedia.org/wiki/Multiprocessing,technology,hardware,1,train,dump,Multiprocessing,4,bc2f960fd7590a6c1fef9b72c72ac2e95c959d526e0a4464a9208d9ddd22e092
Multiprocessor system architecture,58955273,https://en.wikipedia.org/wiki/Multiprocessor%20system%20architecture,technology,hardware,1,train,dump,Multiprocessor system architecture,4,f62158069ad0a0b88db76e51269551264befe590345c1cf84310d5d58d4ad4cb
Multitask optimization,58175832,https://en.wikipedia.org/wiki/Multitask%20optimization,technology,artificial_intelligence,0,train,dump,Multitask optimization,4,64b0b25e146837b1aef60472e6ea95a8cafcd9c15e67dfec6512b7b62ba3cd26
Multivalued treatment,54248486,https://en.wikipedia.org/wiki/Multivalued%20treatment,science,scientific_research,0,train,dump,Multivalued treatment,4,8670dbcbbd3f4fbc39aa69030360642efa44950bf093cbffc3b56cdbbfc4914e
Multivariate adaptive regression spline,18475546,https://en.wikipedia.org/wiki/Multivariate%20adaptive%20regression%20spline,technology,artificial_intelligence,0,train,dump,Multivariate adaptive regression spline,4,1cba61210fe083655b9f4b52435be51661efa2ba169daf0b0f16969ebca43daf
Multivariate analysis of variance,682847,https://en.wikipedia.org/wiki/Multivariate%20analysis%20of%20variance,science,scientific_research,0,train,legacy_dump,Multivariate analysis of variance,4,9b660a31ee9ac51a966a84ee07b1b4c8dafc3abfd609518d84f90107832c6d08
Multiverse,20911,https://en.wikipedia.org/wiki/Multiverse,physics,astrophysics|quantum_mechanics,0,train,legacy_dump,Multiverse,4,5af1a65fb00de0920d38b6ba135de6d2fbd8e22799883061715fff3b02ce5e10
Multiverse Computing,73468121,https://en.wikipedia.org/wiki/Multiverse%20Computing,technology,quantum_computing,0,train,dump,Multiverse Computing,4,15c80df1f9b3ffc50c836bbb10b730c7c5a7882d66acb4f18f9f4dcb96856745
Mural instrument,13226237,https://en.wikipedia.org/wiki/Mural%20instrument,science,history_of_science,1,train,dump,Mural instrument,4,64bb9ef04faed840017a59fbc53622acf99e581a6c261f1ea97e599145493eb5
Murburn concept,59766889,https://en.wikipedia.org/wiki/Murburn%20concept,chemistry,chemical_reactions,1,train,dump,Murburn concept,4,ba57a7bb7153232fae467f62557e2f5d26cbe88f27ca7a8534f0003d112d6435
Museo Galileo,4184819,https://en.wikipedia.org/wiki/Museo%20Galileo,science,history_of_science,1,train,dump,Museo Galileo,4,ee8b42abb37ce8110fa93eb9b17312b08110968c418e0808dae5d7e928e65c56
Museomics,70932358,https://en.wikipedia.org/wiki/Museomics,biology,genetics,0,train,dump,Museomics,4,2818e2e0a9128f58fc1318a46e8d8a990378165413242baefb5d84d4733ffc90
Mustafa Râkim,34038587,https://en.wikipedia.org/wiki/Mustafa%20R%C3%A2kim,history,ottoman_history,1,train,dump,Mustafa Râkim,4,89e6701fe7a817893f5f626188d911fb29078c96a3ff5d8f452e5f110aa33371
Mustapha Larfaoui,1516844,https://en.wikipedia.org/wiki/Mustapha%20Larfaoui,sports,olympics,1,val,dump,Mustapha Larfaoui,4,b83cd715af66fd7b84912612600dd2b9611e22bbb0330456bb0f1957dc0eb389
Musurgia Universalis,10136143,https://en.wikipedia.org/wiki/Musurgia%20Universalis,science,history_of_science,1,train,dump,Musurgia Universalis,4,99321eee0b6b8f02a44bf0ef5acadd988a35c096f632da50a5b2cecf9a03b2a1
Musée Curie,17805627,https://en.wikipedia.org/wiki/Mus%C3%A9e%20Curie,science,history_of_science,1,train,dump,Musée Curie,4,680e8862638425177f9bc9d670930d400e1cf51f71b80ba9065bc33f1767edf8
Musée Fragonard d'Alfort,18305897,https://en.wikipedia.org/wiki/Mus%C3%A9e%20Fragonard%20d%27Alfort,science,history_of_science,1,val,dump,Musée Fragonard d'Alfort,4,de9dbe3c0c5a5addb31b5095d55f525940363654a9cb4a069485575d78dcd835
Musée Pasteur,17499056,https://en.wikipedia.org/wiki/Mus%C3%A9e%20Pasteur,science,history_of_science,1,train,dump,Musée Pasteur,3,159d636cede0148a42caebdad498a9633eedfa0ab1138f5993b4652492ee3d5f
Musée d'Art Dentaire Pierre Fauchard,18305366,https://en.wikipedia.org/wiki/Mus%C3%A9e%20d%27Art%20Dentaire%20Pierre%20Fauchard,science,history_of_science,1,train,dump,Musée d'Art Dentaire Pierre Fauchard,4,283409d2fa1a37eb916d16bb6e6848ed024a0326551b8bd1bbe2c51026e4c6c7
Musée d'histoire des sciences de la Ville de Genève,46468921,https://en.wikipedia.org/wiki/Mus%C3%A9e%20d%27histoire%20des%20sciences%20de%20la%20Ville%20de%20Gen%C3%A8ve,science,history_of_science,1,train,dump,Musée d'histoire des sciences de la Ville de Genève,4,89b710bfde8760e2bd0e43f175bd40b2bf80a1b61f70358949cd30685e91e13a
Musée de l'Assistance Publique – Hôpitaux de Paris,17604349,https://en.wikipedia.org/wiki/Mus%C3%A9e%20de%20l%27Assistance%20Publique%20%E2%80%93%20H%C3%B4pitaux%20de%20Paris,science,history_of_science,1,train,dump,Musée de l'Assistance Publique – Hôpitaux de Paris,4,17ec3939be9dc43d69f908bbf138bfd2aa41d6816791b767614dc27722bc8978
Musée des Lunettes et Lorgnettes Pierre Marly,17822834,https://en.wikipedia.org/wiki/Mus%C3%A9e%20des%20Lunettes%20et%20Lorgnettes%20Pierre%20Marly,science,history_of_science,1,val,dump,Musée des Lunettes et Lorgnettes Pierre Marly,4,29e2d5b839fa8f3a3bf7f2c29edf149d1edef502794a10f4bfb0326315a43e7c
Mutant,8407149,https://en.wikipedia.org/wiki/Mutant,biology,evolution|genetics,0,train,dump,Mutant,4,0a9bc5681d4df1bec858acb87f2ef2adc013500e43956ea4d50a3cad6c49e3d3
Mutarotation,522442,https://en.wikipedia.org/wiki/Mutarotation,chemistry,organic_chemistry,0,train,dump,Mutarotation,4,2ed7f4af7bd37ba9109fe9c6bd63360cc3b7e015c1b4098fef76b7242667b55f
Mutation,19702,https://en.wikipedia.org/wiki/Mutation,biology,evolution|genetics,0,test,legacy_dump,Mutation,4,cb5500e6fb6e41ea35a3afed67b720d896b1493e239341b2f9196750c5e81e22
Mutation accumulation experiments,63668207,https://en.wikipedia.org/wiki/Mutation%20accumulation%20experiments,biology,evolution,0,train,dump,Mutation accumulation experiments,4,dde61c931d52744c21bc72b2ab87f3d4305d1054f58d566ac19fa1b907a46229
Mutation accumulation theory,60885357,https://en.wikipedia.org/wiki/Mutation%20accumulation%20theory,biology,evolution|genetics,0,train,legacy_dump,Mutation accumulation theory,4,cc629f565f987aaa2648ed6ef01f4ab361d81164c0ae59c023a22bb86197c38b
Mutation frequency,3760179,https://en.wikipedia.org/wiki/Mutation%20frequency,biology,cell_biology,0,train,dump,Mutation frequency,4,4b6b58b80b274dbbc0fa1a6791694f7c57603cc2fa8e1c7f540f5d12e4dbf3b1
Mutation rate,1530353,https://en.wikipedia.org/wiki/Mutation%20rate,biology,evolution|genetics,0,train,dump,Mutation rate,4,c9ab82e43834bd3230d98405f5d17496eb9438993dab57f40bf1890e996bf31d
Mutation testing,2362840,https://en.wikipedia.org/wiki/Mutation%20testing,technology,software,1,test,dump,Mutation testing,4,e1611f630680b17dbee85c6dd3651cc3961cb9c0f9cf19aa00520a9829b67a13
Mutationism,1740264,https://en.wikipedia.org/wiki/Mutationism,biology,evolution|genetics,0,test,dump,Mutationism,4,bf977b60d3bf8610b49ab26533f73b67bc42bd966881f37f0510051bea7eadba
Mutu (music),27882772,https://en.wikipedia.org/wiki/Mutu%20%28music%29,books,poetry,0,train,dump,Mutu (music),4,1b622150d10b4009c351dcee6f8f45e2a81cdb46b3b2676e9ab21caf284ecfe8
Mutualism Parasitism Continuum,68289950,https://en.wikipedia.org/wiki/Mutualism%20Parasitism%20Continuum,biology,evolution,0,train,dump,Mutualism Parasitism Continuum,4,6c3230da5fb25cdce27486f79823614383403c0f3bab34223ed98933fc3637a6
My French Whore,34497243,https://en.wikipedia.org/wiki/My%20French%20Whore,books,novels,1,train,dump,My French Whore,4,2c60e8abc55ab4560319f0ac36736ca930b765b69fc5224b5ae0a8ea16c1c9b8
My Heart Hemmed In,63417618,https://en.wikipedia.org/wiki/My%20Heart%20Hemmed%20In,books,novels,1,train,dump,My Heart Hemmed In,4,3ac4cae54add3bf0af43da1045dd785ecd7aa582a26710094dd351e7f60b561a
My Ishmael,973917,https://en.wikipedia.org/wiki/My%20Ishmael,books,novels,1,test,dump,My Ishmael,4,b8381792bb7eac76df6a9c843d2c535f9f6fd70932abadc3645132586d795614
My Other Home,50348665,https://en.wikipedia.org/wiki/My%20Other%20Home,sports,basketball,2,val,dump,My Other Home,4,fdbe350042065eea8326f8ba3720e0f8aab56f2cf77d7c33dded65dab5ce7bfc
"My Youth Romantic Comedy Is Wrong, as I Expected",36785648,https://en.wikipedia.org/wiki/My%20Youth%20Romantic%20Comedy%20Is%20Wrong%2C%20as%20I%20Expected,books,novels,1,train,dump,"My Youth Romantic Comedy Is Wrong, as I Expected",4,1bb1e8678be67055fab9a4721e53847f2fa5b9a7cb2d52a55e0426843506c85e
Myco-heterotrophy,5224295,https://en.wikipedia.org/wiki/Myco-heterotrophy,biology,ecology,0,train,dump,Myco-heterotrophy,4,d5c4b6c97d635b799b460e9fc4e2524bae3aec975b076461863d64ee85276dcf
Myeloid-derived suppressor cell,40558045,https://en.wikipedia.org/wiki/Myeloid-derived%20suppressor%20cell,biology,cell_biology,0,train,dump,Myeloid-derived suppressor cell,4,03d0f591bab63faa0d12ef029e54e95613ed844b98f0e9f8f122c7450c493faa
Myles McSweeney,55637066,https://en.wikipedia.org/wiki/Myles%20McSweeney,books,authors,1,train,dump,Myles McSweeney,4,a0758804c194873dbd21dd745ad1408ec6240028739b02009f92d601e0559b87
Myoepithelial cell,7125377,https://en.wikipedia.org/wiki/Myoepithelial%20cell,biology,cell_biology,0,train,dump,Myoepithelial cell,4,a6bd8a293f31f1084e57f1eb4c5f6bb646a4ad4f9562dfc16288b32b765ed833
Myoneme,34699334,https://en.wikipedia.org/wiki/Myoneme,biology,cell_biology,0,train,dump,Myoneme,3,c58973464d48e7780674ed47cd5ce90276d0d5a3c2f2a3b33c1bffd2b35dbef9
Myrmecophily,7654820,https://en.wikipedia.org/wiki/Myrmecophily,biology,ecology,0,train,dump,Myrmecophily,4,436bb486c8e83824a2ba5fe6e9e23b899302b87f4aeaddd601e267f1d6304de3
Myrmecophily in Staphylinidae,48660867,https://en.wikipedia.org/wiki/Myrmecophily%20in%20Staphylinidae,biology,ecology,0,val,legacy_dump,Myrmecophily in Staphylinidae,4,34eef615a6cc0cf47218e42a5e8195d83249523b5752602a5fa6be37a3ab9620
Mystia,70802304,https://en.wikipedia.org/wiki/Mystia,history,ancient_history,1,train,dump,Mystia,3,e180a1b2785d9c744ac9805307a2ae77905c583e9a1397ce8c562ab21f715d0e
Mythos (Aristotle),17186338,https://en.wikipedia.org/wiki/Mythos%20%28Aristotle%29,books,poetry,0,train,dump,Mythos (Aristotle),4,5e455c4d73ecd519db5082b571590d5a587df1d5f45b7a875510970678b85915
Myzocytosis,2755147,https://en.wikipedia.org/wiki/Myzocytosis,biology,ecology,0,train,dump,Myzocytosis,4,40f0d291f23a36c6386c190e25ef20d6221631cc66d9ed6116cca81151f40892
Mølmer–Sørensen gate,55409066,https://en.wikipedia.org/wiki/M%C3%B8lmer%E2%80%93S%C3%B8rensen%20gate,technology,quantum_computing,0,train,dump,Mølmer–Sørensen gate,4,6861f857f52d3a54e5c0970afed27e9f434a16d99fc7d5604d7592cd9df335a3
Müneccimbaşı,26445419,https://en.wikipedia.org/wiki/M%C3%BCneccimba%C5%9F%C4%B1,history,ottoman_history,1,train,dump,Müneccimbaşı,3,3739b018f947ef78d3e470344d7d84cdd133f0abce6cead764b18486549c56e8
M–sigma relation,19091272,https://en.wikipedia.org/wiki/M%E2%80%93sigma%20relation,physics,astrophysics,0,train,dump,M–sigma relation,4,8787ea4e4557964e2417a56785225c3d70cc795e050b1c60ab6be0b68acb7f0f
N of 1 trial,20397722,https://en.wikipedia.org/wiki/N%20of%201%20trial,science,scientific_research,0,val,dump,N of 1 trial,4,a6f5100c9a1f9af727ae60ccc622c165a02d0d8dfa36c123ee967a01c582a45b
N-Methylmorpholine N-oxide,2878431,https://en.wikipedia.org/wiki/N-Methylmorpholine%20N-oxide,chemistry,organic_chemistry,1,train,dump,N-Methylmorpholine N-oxide,4,e3763ac3491637a17ae14c11dc4a6b06c0af796f002efcd76d4d3fb9c9a77866
N-Sulfinyl imine,38421741,https://en.wikipedia.org/wiki/N-Sulfinyl%20imine,chemistry,organic_chemistry,1,train,dump,N-Sulfinyl imine,4,d46863073673f034ad59c665a0696b6a4397b3ad7cf9b7c318cb8522622b57c0
N-body choreography,31254895,https://en.wikipedia.org/wiki/N-body%20choreography,physics,classical_mechanics,0,val,dump,N-body choreography,4,d5741d1c64758331f0206d31ac17f285f54d048bf6a9259431cbe6551c7a34aa
N-body problem,23859945,https://en.wikipedia.org/wiki/N-body%20problem,physics,astrophysics|classical_mechanics,0,train,dump,N-body problem,4,4aa6b4d25cfa26b71169b97473d157da557b8e409ce7e9dfa85620fa3afa78cd
N-body units,25499097,https://en.wikipedia.org/wiki/N-body%20units,physics,astrophysics,1,val,dump,N-body units,4,148bd9364705a37867c8ae415abeb71ee9a85d3e482e0a3fc55c3ef892c98459
N-linked glycosylation,22814939,https://en.wikipedia.org/wiki/N-linked%20glycosylation,chemistry,organic_chemistry,0,train,dump,N-linked glycosylation,4,b42c8eb72e5d99d21355bd6c5c0ef3eb15efbb2952f59136732e1010d737aeb9
N-slit interferometric equation,25474577,https://en.wikipedia.org/wiki/N-slit%20interferometric%20equation,physics,classical_mechanics|quantum_mechanics,0,val,dump,N-slit interferometric equation,4,78d9a37d727ad4f6a082387a056001da205e41a92dd4a9829455bd30a69cbfd8
N-tert-Butylbenzenesulfinimidoyl chloride,36268685,https://en.wikipedia.org/wiki/N-tert-Butylbenzenesulfinimidoyl%20chloride,chemistry,organic_chemistry,1,test,dump,N-tert-Butylbenzenesulfinimidoyl chloride,4,fc49d88376fd035796004ef4f8830dd13f62c1dbca455c7ed30d78df28512a24
NASA Historical Advisory Committee,14980843,https://en.wikipedia.org/wiki/NASA%20Historical%20Advisory%20Committee,science,history_of_science,1,test,dump,NASA Historical Advisory Committee,4,3d676f6a8badbbd8f183843eece341ea1edd2e84d1b9489515f9ac29e708290f
NBA Academy,71387593,https://en.wikipedia.org/wiki/NBA%20Academy,sports,basketball,1,train,dump,NBA Academy,4,73e80907458e445a028903a13bb2aaf73d641568fbf8b7f0b1787665adfc9f30
NBA Premium TV,31086373,https://en.wikipedia.org/wiki/NBA%20Premium%20TV,sports,basketball,2,test,dump,NBA Premium TV,4,a7a72957df5dab5d5d64aedc929de88721f28b001c686fa8a60a54954c02f400
NBA assists leaders,51802108,https://en.wikipedia.org/wiki/NBA%20assists%20leaders,sports,basketball,2,train,dump,NBA assists leaders,0,75d785574d5d84577c680e3771b5834645a8e9fef60fedea1cf36eda28fb197b
NBA championship ring,43569250,https://en.wikipedia.org/wiki/NBA%20championship%20ring,sports,basketball,2,train,dump,NBA championship ring,4,053fe8b149f7ae0ff50cb7aca324949abd3cfa1cbefdff05db83dd63be1d2109
NBA lockout,33328593,https://en.wikipedia.org/wiki/NBA%20lockout,sports,basketball,2,val,dump,NBA lockout,4,af5647e9171cc4b9b4a23e4612df289c362cc85bbebbb1fafe913d07ddfdf18c
NBA salary cap,3280233,https://en.wikipedia.org/wiki/NBA%20salary%20cap,sports,basketball,2,val,dump,NBA salary cap,4,c1c397874b4ca4d793d591ecae9d11da7abe09c71c70e1df256275070762d056
NBL (Australia) All-time Records,3124219,https://en.wikipedia.org/wiki/NBL%20%28Australia%29%20All-time%20Records,sports,basketball,1,train,dump,NBL (Australia) All-time Records,4,7bc6eea17828e11658714df09424cc9a3308d34e451c32d1d70f31208875f33c
NBL All-Time Coaching Records,66294315,https://en.wikipedia.org/wiki/NBL%20All-Time%20Coaching%20Records,sports,basketball,1,train,dump,NBL All-Time Coaching Records,2,ba359c5470cce625b9e42d9e5fcda301abf2ab7036b7da0af6faa9b4374f9607
NBench,30785713,https://en.wikipedia.org/wiki/NBench,technology,hardware,1,val,dump,NBench,4,07f9830cf3287ad7f201938c3a8a1d323dcdf3e57b80ead135572b876e0aa7cc
NCAA Division I men's basketball tournament all-time team records,10335581,https://en.wikipedia.org/wiki/NCAA%20Division%20I%20men%27s%20basketball%20tournament%20all-time%20team%20records,sports,basketball,2,test,dump,NCAA Division I men's basketball tournament all-time team records,2,7dd7a5717c287c5012caeb80280a176c3e8b71c334a775f75ffcfff4532b8d15
NCAA Division I men's basketball tournament upsets,10106327,https://en.wikipedia.org/wiki/NCAA%20Division%20I%20men%27s%20basketball%20tournament%20upsets,sports,basketball,2,val,dump,NCAA Division I men's basketball tournament upsets,4,af943088921bc1ef562de97ac5ede5f797e0992d1ce5a4e6d47c237e5de6c8bf
NCAA Division I women's basketball tournament bids by school,10147788,https://en.wikipedia.org/wiki/NCAA%20Division%20I%20women%27s%20basketball%20tournament%20bids%20by%20school,sports,basketball,2,train,dump,NCAA Division I women's basketball tournament bids by school,4,3679fed0898dd541adb8e9b078a5326ec84918f07ce78da54d458752845a96d9
NCAR LSM 1.0,11148848,https://en.wikipedia.org/wiki/NCAR%20LSM%201.0,biology,ecology,1,test,dump,NCAR LSM 1.0,4,db80d9a5527a3fa0401ed90f0df5859889ba961bd5eadf0f98c6dfdd0c9d3614
NFL Cup,27399128,https://en.wikipedia.org/wiki/NFL%20Cup,sports,football,2,test,dump,NFL Cup,2,06010dd98fccb1afbd7fc77ba7e0076f64a2e8f8f9eaf0525f0eb73d95df9693
NIH Intramural Research Program,34438892,https://en.wikipedia.org/wiki/NIH%20Intramural%20Research%20Program,science,scientific_research,0,test,dump,NIH Intramural Research Program,4,69f7ac737e36cfbec8990b0cf27260c7cf4ab49d2635a36df1dc5df975b9ebb0
NIH shift,4535333,https://en.wikipedia.org/wiki/NIH%20shift,chemistry,chemical_reactions,1,train,dump,NIH shift,4,160336ae4f7e4c7bc21aad63ed5851dd45525616742b851196ecb05eb551f2bc
NOI Techpark,66644021,https://en.wikipedia.org/wiki/NOI%20Techpark,science,scientific_research,0,train,dump,NOI Techpark,4,9c4acdedd4003539614b5381b31c9de1c84f7279ec6fb74d578ac316016c9271
NONOate,9581181,https://en.wikipedia.org/wiki/NONOate,chemistry,organic_chemistry,1,val,dump,NONOate,4,6dc23c7d09d7028a0c8f8f62b8b2bb4819f63d3570489cb058a84870bf42e9bc
NOON state,6701870,https://en.wikipedia.org/wiki/NOON%20state,physics,quantum_mechanics,1,val,dump,NOON state,4,59d36f4f5032218dfface268a6939961621dd28d73f15f49312dca8edbbd471d
NP (novel),7976669,https://en.wikipedia.org/wiki/NP%20%28novel%29,books,novels,1,val,dump,NP (novel),4,ac7d13aaf64ae5db63cbf3fb2fec3fd2d73d1b56fde972976c8ed3a78979cd91
NPDGamma experiment,21284746,https://en.wikipedia.org/wiki/NPDGamma%20experiment,physics,quantum_mechanics,0,train,dump,NPDGamma experiment,4,ef7af4291639b1893b3e2cf95062eb148751eff24674276e7eabb4dddd282d11
NQIT,49837457,https://en.wikipedia.org/wiki/NQIT,technology,quantum_computing,0,val,dump,NQIT,4,04834c0eb44d0af64997afb8d7690d730d08eafa42373acbeafd0600ecd06b9a
NUN buffer,7971649,https://en.wikipedia.org/wiki/NUN%20buffer,biology,cell_biology,0,val,dump,NUN buffer,4,d4c07321b84f5524ef64b091559b90d9913d7fea6dd73d79b53470c22846410c
NVM Express,31093533,https://en.wikipedia.org/wiki/NVM%20Express,technology,hardware,1,val,dump,NVM Express,4,06057e345dc6857e9d3c79d4899428c23be097e21ab24abbc24f3b293486ccf7
NYC Basketball Hall of Fame,73911043,https://en.wikipedia.org/wiki/NYC%20Basketball%20Hall%20of%20Fame,sports,basketball,2,test,dump,NYC Basketball Hall of Fame,4,caed48f4834b2d712debd31a080ec102705f6b460f3ee98d4ee41263b749a4ea
NaGISA,17828289,https://en.wikipedia.org/wiki/NaGISA,biology,ecology,1,val,dump,NaGISA,4,ecff125415e4352a4be8092fb0c9b172101ccc01ad9317df1579a0bb21c49041
Nachalnik Komandy,56007586,https://en.wikipedia.org/wiki/Nachalnik%20Komandy,sports,football,1,train,dump,Nachalnik Komandy,4,c668f02eed380168bf75107d0a630aa553cc83c09f7ad884523b392e8ce70e8d
